Title,Subject,Grade,Board,FileURL,Description
Punjabi Ikhtiari (Adab Khazeeny) 2020 Class 12,Punjabi,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1k_i-Su8oPQ2h1vQdoSfoqRux5SgYFxBR/preview,Official PCTB Punjabi Ikhtiari (Adab Khazeeny) 2020 Class 12 e-book / textbook.
Ilm-ul-Taleem Class 12,Education,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/18jeujdyMCpyiyVSwI_8F63TUeXXcuQ7t/preview,Official PCTB Ilm-ul-Taleem Class 12 e-book / textbook.
Psychology (Nafsiyat) 2020 Class 12,Psychology,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1ZRZtic47vymASUoqb6FUZ_R5L12oXObW/preview,Official PCTB Psychology (Nafsiyat) 2020 Class 12 e-book / textbook.
Mantaq 2020 Class 12,General,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1327Ux8HGrGzKw-QgI5gwGCxHJZunzdTw/preview,Official PCTB Mantaq 2020 Class 12 e-book / textbook.
"Hadiqa-tul-Adab, Arabic Elective (Juiz-ul-Sani) 2020 Class 12",Arabic,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1HntT-0u1nciYMVzxKyF0tO1BJdkyFmO4/preview,"Official PCTB Hadiqa-tul-Adab, Arabic Elective (Juiz-ul-Sani) 2020 Class 12 e-book / textbook."
Nafsiyat Class 12,Psychology,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1ZRZtic47vymASUoqb6FUZ_R5L12oXObW/preview,Official PCTB Nafsiyat Class 12 e-book / textbook.
ILM-UL-TALEEM Urdu Medium Class 12,Urdu,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1jCJXYcTsQHPLtkfiwg_VFmv5RB_kwJt6/preview,Official PCTB ILM-UL-TALEEM Urdu Medium Class 12 e-book / textbook.
Akhlaqiat 12 2023–24 Class 12,Ethics,12,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1dZDOCSvAd738tEoLZzj8f6tNcjCL1LgS/preview,Official PCTB Akhlaqiat 12 2023–24 Class 12 e-book / textbook.
Akhlaqiat 11–12 (Optional) 2020 Class 11 and 12,Ethics,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1ykzyNur64AqAFF68Q1MxFlfTdDitzalY/preview,Official PCTB Akhlaqiat 11–12 (Optional) 2020 Class 11 and 12 e-book / textbook.
Geography Workbook 2022–23 Class 11 and 12,Geography,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1EjXpL7x7r05BrvKM7FtfzMdjjwkU06Qp/preview,Official PCTB Geography Workbook 2022–23 Class 11 and 12 e-book / textbook.
Sehat-o-Jismani Taleem Urdu Medium Class 11 and 12,Urdu,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1cHCiX_Pq-4EEB9698otx_OEIjwr65hYC/preview,Official PCTB Sehat-o-Jismani Taleem Urdu Medium Class 11 and 12 e-book / textbook.
English Grammar and Composition (11–12) 2023–24 Class 11 and 12,English,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/1MjEGc8wJjMhSyyWFghg_beASRVnEqELb/preview,Official PCTB English Grammar and Composition (11–12) 2023–24 Class 11 and 12 e-book / textbook.
Urdu Quaid-e-Insha 2024–25 Class 11 and 12,Urdu,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/129lEy_rsYLa3CYS_j3s_0I8vnbyc_mG3/preview,Official PCTB Urdu Quaid-e-Insha 2024–25 Class 11 and 12 e-book / textbook.
Home Economics Class 11 and 12,Economics,11,PCTB (Punjab Curriculum & Textbook Board),https://drive.google.com/file/d/19Y6fX5qTKvJDxS4k4tPVq3c2cAtbPKTX/preview,Official PCTB Home Economics Class 11 and 12 e-book / textbook.
